202,363,3
363,202,4
257,295,4
41,265,1
265,41,1
7,142,3
149,17,2
17,149,2
17,375,2
17,7,4
29,62,2
62,29,1
33,325,1
325,33,1
339,257,4
202,377,1
377,202,1
33,202,1
202,33,1
41,201,1
374,35,1
257,284,4
366,346,1
346,366,1
366,144,1
215,378,1
378,215,1
322,379,1
379,322,1
372,380,1
380,372,1
6,219,4
219,6,2
219,375,2
273,141,2
285,60,1
60,285,1
360,285,3
309,382,1
382,309,1
248,383,1
383,248,1
178,384,1
384,178,1
372,385,1
385,372,1
134,7,3
386,348,1
348,386,1
353,386,1
386,353,1
386,387,1
387,386,1
383,339,1
339,383,1
148,388,1
380,186,1
186,380,1
346,171,1
143,380,1
380,143,1
134,389,1
389,134,1
134,390,1
390,134,1
390,391,1
391,390,1
257,392,5
4,202,8
4,125,2
125,4,2
330,7,10
143,351,1
351,143,1
393,7,1
393,342,1
342,393,1
7,393,1
342,395,10
266,233,2
77,396,1
396,77,1
357,266,2
249,393,1
357,347,2
393,249,1
257,397,5
77,20,3
77,308,1
7,159,1
156,353,1
353,156,1
346,399,1
4,19,6
399,346,1
347,202,1
257,400,5
400,257,5
57,401,1
401,57,1
401,402,1
171,346,2
402,401,1
393,387,2
387,393,2
393,347,1
347,393,1
80,403,1
403,80,1
288,404,1
404,288,1
215,288,1
288,215,1
401,230,2
230,401,2
347,405,1
405,347,1
345,7,1
7,345,2
235,348,1
348,235,1
235,406,1
406,235,1
64,407,1
393,408,1
408,393,2
4,2,6
155,7,5
7,155,4
198,230,5
293,7,2
353,409,1
409,353,1
410,198,2
410,7,1
410,320,3
410,201,10
312,409,1
409,312,1
198,330,3
330,198,3
198,411,1
411,198,1
257,177,4
198,412,1
412,198,1
198,2,8
2,198,5
320,410,1
298,412,3
412,298,3
257,414,4
257,415,5
414,60,5
202,347,2
1,51,1
412,392,1
1,384,1
384,1,1
392,412,1
239,37,1
37,239,1
7,418,2
396,392,1
418,7,2
392,396,1
1,399,1
399,1,1
418,104,2
149,64,2
104,418,2
257,340,6
236,152,1
320,142,1
142,320,1
356,104,2
104,356,3
215,404,1
404,215,1
259,219,1
219,259,1
300,64,1
64,300,1
270,421,1
421,270,1
405,423,1
423,405,1
257,372,6
333,257,4
387,401,3
401,387,3
330,80,3
80,330,3
257,341,4
104,427,3
427,104,1
353,202,3
202,353,3
144,7,1
7,144,1
350,347,3
256,428,1
428,256,1
143,35,3
283,428,1
350,77,1
77,256,1
256,77,1
428,283,1
77,350,1
7,429,1
429,7,1
77,125,1
125,77,2
256,402,1
402,256,1
371,35,2
347,350,3
257,332,3
394,430,1
257,339,4
366,410,-10
366,432,1
432,410,-10
423,421,1
421,423,1
239,15,2
386,377,1
383,423,1
423,383,1
423,387,1
387,423,1
270,7,4
353,433,1
433,353,2
257,297,4
215,434,1
45,435,1
435,45,1
433,421,1
421,433,2
286,80,1
80,286,1
404,166,1
166,404,1
405,433,1
433,405,1
433,404,2
404,433,2
7,293,2
7,410,-1
257,322,4
198,288,1
178,181,2
433,436,1
436,433,1
288,198,1
181,178,2
202,301,4
430,394,1
301,202,4
393,203,1
203,393,1
301,437,1
437,301,1
1,438,1
438,1,1
434,215,1
7,270,5
15,297,2
203,439,1
439,203,1
404,51,1
404,308,1
308,404,1
439,184,1
257,105,6
441,60,1
1,442,1
320,443,2
442,1,1
440,444,1
443,320,2
444,440,1
180,445,1
445,180,3
257,310,4
443,410,-10
399,408,1
408,399,1
325,353,1
353,325,1
298,446,1
446,298,1
1,144,5
144,1,5
214,443,2
257,309,3
443,214,2
378,203,1
352,296,2
219,1,10
219,446,2
7,365,1
365,7,1
446,219,2
310,25,1
363,25,2
1,219,3
436,448,1
448,436,1
202,310,1
7,449,1
449,7,1
310,202,1
1,47,3
257,431,4
397,278,8
397,62,3
397,3,3
397,257,5
320,1,3
1,320,3
304,322,1
322,304,1
297,15,2
322,35,1
363,450,1
450,363,1
254,296,2
203,378,2
206,198,1
198,285,2
285,198,1
51,451,10
451,51,10
451,452,1
452,451,1
51,453,1
51,1,1
384,51,5
453,51,1
453,454,1
257,41,4
198,455,1
443,456,2
35,322,1
35,143,3
35,374,1
35,353,1
198,457,1
457,198,1
198,421,1
421,198,1
198,416,1
353,198,1
198,353,1
416,198,1
346,458,1
458,346,1
443,459,1
456,443,2
459,443,1
459,378,1
375,460,1
460,375,3
460,7,1
460,235,1
460,439,1
438,464,1
464,438,1
408,465,1
405,256,1
256,405,1
4,466,1
465,408,1
427,441,2
441,427,2
408,144,2
144,408,2
466,4,1
441,345,2
345,441,2
467,21,1
21,467,1
467,468,1
467,463,1
1,464,1
7,460,2
408,469,1
464,1,1
35,464,1
468,134,1
134,468,1
469,408,1
463,467,-3
463,468,1
468,463,1
432,274,5
463,462,2
462,463,2
408,470,1
470,408,1
464,35,1
45,62,5
257,312,4
423,468,1
468,423,1
468,467,-3
51,404,1
51,384,5
412,471,1
471,412,1
350,472,1
202,441,1
441,202,1
1,431,1
431,1,1
472,350,1
7,473,1
427,467,-10
473,7,2
257,369,4
463,425,1
425,463,1
235,455,2
455,235,2
257,417,4
459,475,1
401,476,1
248,197,1
401,383,2
383,401,1
468,386,1
386,468,1
249,7,5
257,264,5
405,477,1
256,469,2
469,256,2
406,257,1
425,478,1
393,405,1
405,393,1
478,425,1
424,7,2
7,424,2
393,479,1
479,393,1
409,148,1
148,409,1
257,376,6
257,373,4
477,405,1
479,477,1
477,479,1
257,269,5
257,420,6
144,401,3
435,480,1
480,435,1
322,479,2
479,322,2
401,144,3
398,346,5
224,462,2
346,398,5
7,310,-1
7,481,1
481,7,2
394,393,3
393,394,3
257,250,5
257,214,5
423,4,1
405,198,1
322,310,-10
454,453,1
454,101,1
408,454,2
454,408,1
383,482,1
482,383,1
64,186,1
186,64,1
378,7,1
7,378,1
462,483,2
421,472,1
399,484,1
484,399,1
408,387,1
387,408,1
6,198,2
387,472,1
484,228,1
228,484,1
383,348,1
348,383,1
304,485,1
485,304,1
1,486,1
486,1,10
383,487,1
202,60,5
468,488,1
488,468,1
468,489,1
489,468,1
21,490,8
412,77,1
77,412,1
64,256,1
256,64,1
489,132,1
132,489,1
1,416,1
64,104,10
416,1,1
350,489,2
489,350,2
350,492,2
492,350,2
132,202,2
202,132,2
198,472,2
144,57,1
57,144,1
472,198,1
472,399,1
472,412,2
387,493,1
440,7,2
493,387,1
7,440,2
132,7,10
494,386,1
386,494,1
7,489,1
489,7,1
7,447,3
171,493,1
493,171,1
447,7,4
455,4,2
198,443,2
443,198,2
64,492,1
484,280,2
280,484,1
280,495,1
495,280,1
280,443,2
443,280,2
476,425,1
425,476,1
427,163,1
476,401,1
163,164,1
163,427,1
425,181,1
462,496,1
7,383,1
383,7,1
383,497,1
497,383,1
202,447,5
111,499,10
499,111,10
111,104,4
36,500,1
198,499,1
499,198,2
447,202,5
104,499,4
104,111,4
104,296,5
104,64,5
144,484,1
484,144,1
104,462,2
500,36,1
500,274,1
494,476,1
476,494,1
35,458,1
458,35,1
443,501,2
501,443,2
490,21,8
490,104,1
476,472,1
494,472,-10
427,463,-10
399,472,-6
425,472,-10
280,502,1
502,280,1
64,288,1
64,491,2
491,64,2
288,64,1
163,318,1
318,163,1
64,503,1
427,503,1
503,64,1
503,427,1
29,270,1
270,29,1
359,504,1
1,505,1
505,1,1
156,25,1
491,411,1
411,491,1
7,472,-1
21,506,1
455,15,2
15,455,1
506,21,1
455,198,1
4,455,2
7,498,2
498,7,2
171,384,2
384,171,2
416,384,1
384,416,2
384,396,2
396,384,2
261,507,1
507,261,1
478,490,4
331,508,1
508,331,1
35,472,-1
481,472,-3
387,270,1
444,472,-1
270,387,1
1,421,2
421,1,2
141,497,1
455,2,1
2,455,1
1,80,2
401,2,5
2,401,2
497,141,1
64,441,1
441,64,1
141,37,2
37,141,2
215,441,1
493,488,1
441,215,1
488,493,1
490,478,3
178,399,2
399,178,2
159,7,4
1,29,4
509,423,1
509,510,1
1,511,1
511,1,1
510,512,1
512,510,1
509,512,1
512,509,1
512,513,1
513,512,1
7,386,2
509,513,1
386,7,2
513,509,1
510,509,1
491,514,1
514,491,1
171,310,-10
484,310,-10
353,310,-10
178,57,1
441,462,3
462,441,3
178,515,1
515,178,1
29,476,1
476,29,1
1,494,1
494,1,1
394,516,1
516,394,1
476,517,1
517,476,1
394,494,5
494,394,5
257,224,5
257,320,3
257,328,4
257,217,5
257,422,5
257,218,5
257,342,4
257,408,4
64,518,1
518,64,1
257,351,4
257,337,5
257,348,3
257,519,4
519,60,4
484,520,1
520,484,10
257,381,4
266,475,3
228,521,1
521,228,1
257,362,4
144,202,8
202,144,8
383,203,1
203,383,1
521,522,1
203,399,1
522,521,1
29,523,1
408,405,2
405,408,3
359,219,2
408,171,1
171,408,1
186,476,1
491,452,1
452,491,1
359,524,1
524,359,1
283,518,1
518,283,1
7,494,4
494,7,4
150,198,1
257,377,4
198,150,1
383,517,1
7,222,3
517,383,1
257,346,4
491,167,1
167,491,1
257,364,4
257,331,5
257,413,5
372,525,1
525,372,1
521,256,1
256,521,1
257,361,4
150,520,1
270,396,1
396,270,1
396,526,1
526,396,1
23,527,2
527,23,2
514,219,1
526,144,1
484,472,-10
412,472,-10
300,529,10
529,300,10
476,186,1
476,530,1
530,476,1
215,202,6
202,215,6
298,531,1
256,515,1
515,256,1
488,532,1
532,488,1
530,166,1
166,530,1
166,256,1
166,532,1
256,166,2
532,166,2
514,533,1
533,514,1
491,512,-10
495,532,1
532,495,1
491,534,1
384,534,1
534,384,1
1,534,5
530,484,1
530,518,1
518,530,1
484,530,1
219,514,2
405,171,1
171,405,1
491,171,1
171,491,1
447,535,2
4,352,2
427,517,1
517,427,1
534,536,1
144,526,1
536,534,5
534,523,1
389,523,1
523,389,1
427,25,-1
1,537,1
536,523,1
523,536,1
526,484,1
484,526,2
64,487,1
7,538,1
531,298,1
383,64,2
64,477,1
64,383,1
501,534,1
534,501,1
491,427,1
427,491,1
538,64,1
538,7,1
514,538,1
538,514,1
257,254,5
257,278,5
257,234,5
257,228,5
257,229,5
257,276,4
520,150,1
399,539,1
257,425,6
257,365,4
257,360,4
77,60,4
21,77,5
77,21,5
521,29,2
535,212,1
375,540,1
475,266,3
475,459,1
64,541,1
541,64,1
270,416,2
416,270,2
488,508,1
508,488,1
532,152,1
257,256,5
273,465,1
465,273,1
164,478,1
384,476,1
476,384,1
441,539,1
539,399,1
539,441,1
419,520,1
520,419,2
520,539,1
480,542,3
257,335,5
491,543,1
543,491,1
198,544,1
544,198,1
523,545,1
203,7,3
7,203,3
520,546,1
542,480,3
542,547,2
547,542,3
7,120,5
530,387,1
405,548,1
548,405,1
446,309,2
446,522,2
309,446,2
520,549,1
549,520,1
387,530,1
548,7,2
257,426,4
535,447,6
202,550,1
550,202,1
550,462,1
550,134,1
480,7,2
7,480,1
7,547,2
547,7,2
547,394,2
257,406,3
394,547,1
37,77,1
77,37,1
496,62,1
464,552,1
552,464,2
7,322,4
322,7,4
254,553,2
396,520,1
520,396,1
215,198,2
198,215,1
378,198,1
257,273,6
198,378,1
502,526,3
526,502,3
198,224,1
224,198,1
171,198,2
198,171,2
554,502,2
350,64,2
64,350,1
554,547,2
547,554,2
350,520,1
520,350,1
520,555,1
555,520,1
257,441,4
520,556,1
556,520,1
386,198,1
198,501,1
198,386,1
501,198,1
394,557,1
557,394,2
202,488,1
488,202,1
88,558,2
476,520,1
520,476,1
198,394,1
394,198,1
468,437,1
198,559,1
559,198,1
394,560,1
560,394,1
468,295,1
468,561,2
561,468,2
200,533,1
533,424,1
295,468,3
257,246,5
539,520,1
424,533,1
491,249,1
468,144,1
144,468,1
249,491,3
558,88,2
558,443,2
530,200,1
200,530,1
530,262,2
262,530,2
547,262,2
262,547,2
533,200,1
520,262,1
262,520,1
262,562,1
562,262,1
198,262,1
262,198,1
159,288,1
288,159,1
480,495,2
495,480,1
479,353,1
1,563,1
563,564,1
564,563,1
565,566,1
566,565,1
64,551,1
550,469,1
469,550,1
1,567,1
567,1,1
64,488,1
1,569,1
569,1,1
488,64,1
249,198,1
198,249,1
563,570,1
570,563,1
571,570,10
570,571,10
415,572,1
198,399,2
399,198,2
283,508,1
508,283,1
167,64,1
64,167,1
144,393,1
393,144,1
186,269,2
269,186,2
350,547,2
547,350,2
163,408,1
573,570,1
573,571,1
570,573,1
496,499,1
159,273,1
273,159,1
443,575,2
575,443,4
462,474,2
462,577,1
474,462,2
405,578,2
578,222,1
578,405,2
578,443,1
443,578,1
1,215,1
215,1,1
488,562,1
562,488,1
480,159,1
159,480,1
230,198,5
528,35,3
159,580,1
580,159,2
159,581,1
581,159,10
361,508,1
508,361,1
144,283,1
7,68,3
68,7,2
7,88,5
396,283,1
283,396,1
273,582,1
581,583,1
7,584,1
584,7,1
480,357,1
488,480,1
480,488,1
202,480,1
480,202,2
585,159,1
399,542,1
387,198,1
542,399,2
198,387,1
198,586,1
533,587,1
587,533,1
405,589,1
589,405,1
224,590,1
590,224,1
530,533,2
383,268,2
13,518,1
518,13,1
222,578,1
222,372,1
372,222,1
501,592,1
222,276,1
276,222,1
163,476,1
476,163,1
7,551,2
1,579,1
159,585,2
202,219,3
443,558,2
219,558,2
219,202,3
257,343,4
171,7,4
7,171,4
13,594,1
594,13,1
427,595,1
595,427,1
202,594,-1
384,596,1
596,384,1
497,597,1
597,497,1
588,587,10
563,598,1
598,563,1
598,564,1
598,599,1
599,598,1
587,588,5
468,495,1
495,468,1
159,600,1
